,SVM,RF
0,"{'kernel': 'poly', 'C': 39.38170081112296}","{'n_estimators': 81, 'max_depth': 34, 'min_samples_split': 2, 'min_samples_leaf': 1, 'criterion': 'gini', 'max_features': 6}"
