BOW
0.9325913120103294
0.7341772151898734

tf-idf(normal)
0.9557920069223037
0.759493670886076

glove
0.959938847025538
0.620253164556962

glove + idf
0.9665082529490733
0.5569620253164557

infer
0.9700711191318366
0.7848101265822784

BERT
0.9543013156940859
0.6835443037974683

SBERT
0.901964814074458
0.620253164556962


RF
roc
0.9800147353325601
f1
0.7368598737215062
acc
0.759493670886076

SVM
roc
0.9599599928708378
f1
0.6952959487769614
acc
0.6962025316455697

Log reg
roc
0.9700711191318366
f1
0.7638995322539626
acc
0.7848101265822784

roc
0.9532990180542041
f1
0.7199935086011036
acc
0.759493670886076
